account_number;period;tariff;charged_amount;paid_amount;balance;last_payment_date;inn;phone;status
ЛС-522515381;2025-11;Бизнес-1000;18405.8;18405.8;0.0;2025-11-04;1972832152;+7(951)152-64-73;suspended
ЛС-522515381;2025-12;Бизнес-1000;16097.9;0.0;-16097.9;;1972832152;+7(951)152-64-73;suspended
ЛС-524474430;2025-10;Бизнес-1000;15329.24;0.0;-15329.24;2025-07-13;1972832152;+7(951)152-64-73;active
ЛС-524474430;2025-11;Бизнес-1000;16964.43;16964.43;-15329.24;2025-11-27;1972832152;+7(951)152-64-73;active
ЛС-524474430;2025-12;Бизнес-1000;19397.64;19397.64;-15329.24;2025-12-07;1972832152;+7(951)152-64-73;active
ЛС-529634807;2025-10;Бизнес-1000;15855.15;15855.15;0.0;2025-10-21;1972832152;+7(951)152-64-73;active
ЛС-529634807;2025-11;Бизнес-1000;16439.96;16439.96;0.0;2025-11-24;1972832152;+7(951)152-64-73;active
ЛС-529634807;2025-12;Бизнес-1000;15015.53;5604.86;-9410.67;2025-12-24;1972832152;+7(951)152-64-73;active
ЛС-529705097;2025-10;Бизнес-1000;19262.82;19262.82;0.0;2025-10-06;1972832152;7951152-64-73;active
ЛС-529705097;2025-11;Бизнес-1000;16575.56;0.0;-16575.56;2025-03-01;1972832152;7951152-64-73;active
ЛС-529705097;2025-12;Бизнес-1000;18330.16;18330.16;-16575.56;2025-12-01;1972832152;7951152-64-73;active
ЛС-167461200;2025-10;Бизнес-100;3355.03;3355.03;0.0;2025-10-03;8549651370;+7(950)724-38-92;active
ЛС-167461200;2025-11;Бизнес-100;3341.45;3341.45;0.0;2025-11-01;8549651370;+7(950)724-38-92;active
ЛС-167461200;2025-12;Бизнес-100;4188.01;4188.01;0.0;2025-12-19;8549651370;+7(950)724-38-92;active
ЛС-667676164;2025-10;Домашний-100;647.66;647.66;0.0;2025-10-04;534369709317;89034988354;active
ЛС-667676164;2025-11;Домашний-100;559.04;750.92;191.88;2025-11-10;534369709317;89034988354;active
ЛС-667676164;2025-12;Домашний-100;717.07;717.07;191.88;2025-12-06;534369709317;89034988354;active
ЛС-787265976;2025-10;Игровой;1787.63;360.04;-1427.59;2025-10-16;389890749935;89092385153;active
ЛС-787265976;2025-11;Игровой;1767.41;1767.41;-1427.59;2025-11-09;389890749935;89092385153;active
ЛС-787265976;2025-12;Игровой;1731.7;1731.7;-1427.59;2025-12-15;389890749935;89092385153;active
ЛС-785238600;2025-10;Всё включено;1809.49;1809.49;0.0;2025-10-23;104879788897;+7(951)800-36-98;active
ЛС-785238600;2025-11;Всё включено;2033.62;2033.62;0.0;2025-11-22;104879788897;+7(951)800-36-98;active
ЛС-785238600;2025-12;Всё включено;2399.87;2399.87;0.0;2025-12-20;104879788897;+7(951)800-36-98;active
ЛС-169186233;2025-10;Домашний-100;646.87;646.87;0.0;2025-10-17;553986289509;+7(905)829-55-85;active
ЛС-169186233;2025-11;Домашний-100;695.64;1036.18;340.54;2025-11-28;553986289509;+7(905)829-55-85;active
ЛС-169186233;2025-12;Домашний-100;594.05;594.05;340.54;2025-12-12;553986289509;+7(905)829-55-85;active
ЛС-783940701;2025-10;Бизнес-500;9991.33;9991.33;0.0;2025-10-24;9487920698;+7(905)361-31-17;active
ЛС-783940701;2025-11;Бизнес-500;10783.22;10783.22;0.0;2025-11-07;9487920698;+7(905)361-31-17;active
ЛС-783940701;2025-12;Бизнес-500;10977.46;4207.0;-6770.46;2025-12-09;9487920698;+7(905)361-31-17;active
ЛС-786451046;2025-10;Бизнес-500;11508.58;11508.58;0.0;2025-10-15;9487920698;+7(905)361-31-17;active
ЛС-786451046;2025-11;Бизнес-500;11949.33;11949.33;0.0;2025-11-06;9487920698;+7(905)361-31-17;active
ЛС-786451046;2025-12;Бизнес-500;9061.24;9061.24;0.0;2025-12-11;9487920698;+7(905)361-31-17;active
ЛС-783681579;2025-10;Бизнес-500;9564.1;9564.1;0.0;2025-10-09;9487920698;+7(905)361-31-17;active
ЛС-783681579;2025-11;Бизнес-500;9237.29;11683.68;2446.39;2025-11-11;9487920698;+7(905)361-31-17;active
ЛС-783681579;2025-12;Бизнес-500;11336.69;3854.45;-5035.85;2025-12-26;9487920698;+7(905)361-31-17;active
ЛС-540889911;2025-10;Домашний-100;708.47;708.47;0.0;2025-10-01;133000088634;+7(960)564-40-85;active
ЛС-540889911;2025-11;Домашний-100;649.79;649.79;0.0;2025-11-15;133000088634;+7(960)564-40-85;active
ЛС-540889911;2025-12;Домашний-100;686.18;686.18;0.0;2025-12-10;133000088634;+7(960)564-40-85;active
ЛС-547970581;2025-10;Домашний-300;987.14;987.14;0.0;2025-10-10;457485953259;+7(917)825-85-88;active
ЛС-547970581;2025-11;Домашний-300;946.05;0.0;-946.05;;457485953259;+7(917)825-85-88;active
ЛС-547970581;2025-12;Домашний-300;865.2;865.2;-946.05;2025-12-04;457485953259;+7(917)825-85-88;active
ЛС-164820849;2025-10;Домашний-300;815.96;815.96;0.0;2025-10-14;933587688777;+7(915)481-65-11;active
ЛС-164820849;2025-11;Домашний-300;905.68;905.68;0.0;2025-11-02;933587688777;+7(915)481-65-11;active
ЛС-164820849;2025-12;Домашний-300;875.43;875.43;0.0;2025-12-10;933587688777;+7(915)481-65-11;active
ЛС-778981231;2025-10;Домашний-300;1035.58;1035.58;0.0;2025-10-25;371607360776;+7(916)310-58-85;active
ЛС-778981231;2025-11;Домашний-300;968.22;968.22;0.0;2025-11-23;371607360776;+7(916)310-58-85;active
ЛС-778981231;2025-12;Домашний-300;881.2;881.2;0.0;2025-12-07;371607360776;+7(916)310-58-85;active
ЛС-780170127;2025-10;Корпоративный;31480.76;31480.76;0.0;2025-10-10;4745458929;+7(981)907-53-97;active
ЛС-780170127;2025-11;Корпоративный;28282.87;28282.87;0.0;2025-11-12;4745458929;+7(981)907-53-97;active
ЛС-780170127;2025-12;Корпоративный;28730.93;28730.93;0.0;2025-12-13;4745458929;+7(981)907-53-97;active
ЛС-545122444;2025-10;Домашний-500;1369.03;1369.03;0.0;2025-10-04;100687586824;+7(905)465-19-63;active
ЛС-545122444;2025-11;Домашний-500;1557.21;1557.21;0.0;2025-11-20;100687586824;+7(905)465-19-63;active
ЛС-545122444;2025-12;Домашний-500;1324.29;1324.29;0.0;2025-12-22;100687586824;+7(905)465-19-63;active
ЛС-772357004;2025-10;Домашний-500;1550.37;1550.37;0.0;2025-10-05;362085817452;+7(980)332-55-91;active
ЛС-772357004;2025-11;Домашний-500;1473.33;0.0;-1473.33;2025-05-10;362085817452;+7(980)332-55-91;active
ЛС-772357004;2025-12;Домашний-500;1234.24;1234.24;-1473.33;2025-12-21;362085817452;+7(980)332-55-91;active
ЛС-668529894;2025-10;Бизнес-500;9844.62;4925.38;-4919.24;2025-10-04;7766708061;+7(910)729-48-41;active
ЛС-668529894;2025-11;Бизнес-500;8554.44;8554.44;-4919.24;2025-11-11;7766708061;+7(910)729-48-41;active
ЛС-668529894;2025-12;Бизнес-500;10015.26;10015.26;-4919.24;2025-12-12;7766708061;+7(910)729-48-41;active
ЛС-660626078;2025-10;Бизнес-500;9416.78;9416.78;0.0;2025-10-14;7766708061;7910729-48-41;active
ЛС-660626078;2025-11;Бизнес-500;9845.14;9845.14;0.0;2025-11-01;7766708061;7910729-48-41;active
ЛС-660626078;2025-12;Бизнес-500;11829.97;11829.97;0.0;2025-12-25;7766708061;7910729-48-41;active
ЛС-667010415;2025-10;Бизнес-500;10460.83;10460.83;0.0;2025-10-08;7766708061;89107294841;active
ЛС-667010415;2025-11;Бизнес-500;10321.29;10321.29;0.0;2025-11-20;7766708061;89107294841;active
ЛС-667010415;2025-12;Бизнес-500;10173.08;10173.08;0.0;2025-12-10;7766708061;89107294841;active
ЛС-669149750;2025-10;Бизнес-500;8214.14;8214.14;0.0;2025-10-05;7766708061;+7(910)729-48-41;active
ЛС-669149750;2025-11;Бизнес-500;9611.77;13510.94;3899.17;2025-11-28;7766708061;+7(910)729-48-41;active
ЛС-669149750;2025-12;Бизнес-500;10072.03;10072.03;3899.17;2025-12-03;7766708061;+7(910)729-48-41;active
ЛС-661980382;2025-10;Бизнес-500;8218.77;8218.77;0.0;2025-10-21;7766708061;+7(910)729-48-41;active
ЛС-661980382;2025-11;Бизнес-500;8428.2;8428.2;0.0;2025-11-27;7766708061;+7(910)729-48-41;active
ЛС-661980382;2025-12;Бизнес-500;9162.31;9162.31;0.0;2025-12-11;7766708061;+7(910)729-48-41;active
ЛС-772198655;2025-10;Игровой;1832.16;561.54;-1270.62;2025-10-23;416708056856;+7(960)571-15-59;active
ЛС-772198655;2025-11;Игровой;1426.51;1426.51;-1270.62;2025-11-05;416708056856;+7(960)571-15-59;active
ЛС-772198655;2025-12;Игровой;1681.02;1681.02;-1270.62;2025-12-05;416708056856;+7(960)571-15-59;active
ЛС-549220956;2025-10;Домашний-100;594.71;594.71;0.0;2025-10-28;976805702377;+7(906)655-43-41;active
ЛС-549220956;2025-11;Домашний-100;580.96;580.96;0.0;2025-11-24;976805702377;+7(906)655-43-41;active
ЛС-549220956;2025-12;Домашний-100;747.83;933.01;185.18;2025-12-23;976805702377;+7(906)655-43-41;active
ЛС-664381300;2025-10;Игровой;1457.35;1903.09;445.74;2025-10-04;963956137230;89096072819;active
ЛС-664381300;2025-11;Игровой;1659.91;1659.91;445.74;2025-11-04;963956137230;89096072819;active
ЛС-664381300;2025-12;Игровой;1636.87;1636.87;445.74;2025-12-15;963956137230;89096072819;active
ЛС-666837103;2025-10;Домашний-100;561.13;330.85;-230.28;2025-10-27;924979399816;7909462-38-96;active
ЛС-666837103;2025-11;Домашний-100;596.99;596.99;-230.28;2025-11-09;924979399816;7909462-38-96;active
ЛС-666837103;2025-12;Домашний-100;714.34;714.34;-230.28;2025-12-28;924979399816;7909462-38-96;active
ЛС-665989334;2025-10;Корпоративный;34257.38;34257.38;0.0;2025-10-21;9406665800;+7 925 307 89 66;active
ЛС-665989334;2025-11;Корпоративный;25324.87;3657.14;-21667.73;2025-11-17;9406665800;+7 925 307 89 66;active
ЛС-665989334;2025-12;Корпоративный;36124.97;36124.97;-21667.73;2025-12-16;9406665800;+7 925 307 89 66;active
ЛС-667212281;2025-10;Корпоративный;29350.54;29350.54;0.0;2025-10-19;9406665800;7925307-89-66;active
ЛС-667212281;2025-11;Корпоративный;32394.46;32394.46;0.0;2025-11-13;9406665800;7925307-89-66;active
ЛС-667212281;2025-12;Корпоративный;30787.31;30787.31;0.0;2025-12-15;9406665800;7925307-89-66;active
ЛС-784130909;2025-10;Домашний-100;633.38;633.38;0.0;2025-10-01;981873877583;+7(917)319-61-46;active
ЛС-784130909;2025-11;Домашний-100;606.68;211.32;-395.36;2025-11-02;981873877583;+7(917)319-61-46;active
ЛС-784130909;2025-12;Домашний-100;679.02;679.02;-395.36;2025-12-20;981873877583;+7(917)319-61-46;active
ЛС-524488112;2025-10;Домашний-100;638.9;638.9;0.0;2025-10-12;715370124244;+7(961)265-64-36;active
ЛС-524488112;2025-11;Домашний-100;742.56;742.56;0.0;2025-11-24;715370124244;+7(961)265-64-36;active
ЛС-524488112;2025-12;Домашний-100;641.67;697.86;56.19;2025-12-17;715370124244;+7(961)265-64-36;active
ЛС-667481131;2025-10;Домашний-100;721.17;721.17;0.0;2025-10-12;650476816995;+7(981)127-58-14;active
ЛС-667481131;2025-11;Домашний-100;730.51;730.51;0.0;2025-11-17;650476816995;+7(981)127-58-14;active
ЛС-667481131;2025-12;Домашний-100;562.55;562.55;0.0;2025-12-12;650476816995;+7(981)127-58-14;active
ЛС-781257771;2025-10;Корпоративный;34839.0;34839.0;0.0;2025-10-15;4807017656;+7(916)506-14-11;active
ЛС-781257771;2025-11;Корпоративный;35727.73;35727.73;0.0;2025-11-09;4807017656;+7(916)506-14-11;active
ЛС-781257771;2025-12;Корпоративный;36774.41;36774.41;0.0;2025-12-13;4807017656;+7(916)506-14-11;active
ЛС-781837274;2025-10;Корпоративный;26023.15;26023.15;0.0;2025-10-16;4807017656;+7(916)506-14-11;active
ЛС-781837274;2025-11;Корпоративный;30647.84;30647.84;0.0;2025-11-22;4807017656;+7(916)506-14-11;active
ЛС-781837274;2025-12;Корпоративный;27705.62;27705.62;0.0;2025-12-17;4807017656;+7(916)506-14-11;active
ЛС-782209124;2025-10;Корпоративный;36630.97;36630.97;0.0;2025-10-05;4807017656;+7(916)506-14-11;active
ЛС-782209124;2025-11;Корпоративный;35466.53;35466.53;0.0;2025-11-19;4807017656;+7(916)506-14-11;active
ЛС-782209124;2025-12;Корпоративный;30221.43;30221.43;0.0;2025-12-13;4807017656;+7(916)506-14-11;active
ЛС-524727274;2025-10;Домашний-300;820.27;1123.04;302.77;2025-10-08;915061853800;+7(917)240-85-58;active
ЛС-524727274;2025-11;Домашний-300;828.96;236.96;-289.23;2025-11-25;915061853800;+7(917)240-85-58;active
ЛС-524727274;2025-12;Домашний-300;869.46;869.46;-289.23;2025-12-24;915061853800;+7(917)240-85-58;active
ЛС-787758030;2025-10;Бизнес-500;8421.73;8421.73;0.0;2025-10-24;9948706056;89613802597;active
ЛС-787758030;2025-11;Бизнес-500;11569.89;11569.89;0.0;2025-11-14;9948706056;89613802597;active
ЛС-787758030;2025-12;Бизнес-500;11689.5;0.0;-11689.5;;9948706056;89613802597;active
ЛС-784687506;2025-10;Бизнес-500;10999.74;10999.74;0.0;2025-10-12;9948706056;+7(961)380-25-97;active
ЛС-784687506;2025-11;Бизнес-500;10426.13;10426.13;0.0;2025-11-06;9948706056;+7(961)380-25-97;active
ЛС-784687506;2025-12;Бизнес-500;9284.64;9284.64;0.0;2025-12-13;9948706056;+7(961)380-25-97;active
ЛС-783519036;2025-10;Бизнес-500;11955.48;11955.48;0.0;2025-10-07;9948706056;89613802597;active
ЛС-783519036;2025-11;Бизнес-500;8782.87;8782.87;0.0;2025-11-22;9948706056;89613802597;active
ЛС-783519036;2025-12;Бизнес-500;9144.36;9144.36;0.0;2025-12-06;9948706056;89613802597;active
ЛС-781332541;2025-10;Бизнес-500;9736.25;9736.25;0.0;2025-10-26;9948706056;+7(961)380-25-97;active
ЛС-781332541;2025-11;Бизнес-500;8769.18;8769.18;0.0;2025-11-21;9948706056;+7(961)380-25-97;active
ЛС-781332541;2025-12;Бизнес-500;11839.33;0.0;-11839.33;;9948706056;+7(961)380-25-97;active
ЛС-781076095;2025-10;Бизнес-500;8020.95;8020.95;0.0;2025-10-19;9948706056;+7(961)380-25-97;active
ЛС-781076095;2025-11;Бизнес-500;10186.32;0.0;-10186.32;2025-09-16;9948706056;+7(961)380-25-97;active
ЛС-781076095;2025-12;Бизнес-500;8760.55;8760.55;-10186.32;2025-12-27;9948706056;+7(961)380-25-97;active
ЛС-548063585;2025-10;Игровой;1650.43;1650.43;0.0;2025-10-18;138576264816;7917629-92-46;active
ЛС-548063585;2025-11;Игровой;1826.71;1826.71;0.0;2025-11-15;138576264816;7917629-92-46;active
ЛС-548063585;2025-12;Игровой;1613.76;1613.76;0.0;2025-12-03;138576264816;7917629-92-46;active
ЛС-165421447;2025-10;Домашний-100;663.83;40.19;-623.64;2025-10-16;998645652203;+7(961)631-45-83;active
ЛС-165421447;2025-11;Домашний-100;596.11;596.11;-623.64;2025-11-11;998645652203;+7(961)631-45-83;active
ЛС-165421447;2025-12;Домашний-100;554.51;554.51;-623.64;2025-12-10;998645652203;+7(961)631-45-83;active
ЛС-526026676;2025-10;Всё включено;2073.3;2073.3;0.0;2025-10-28;427272812916;7917456-93-16;active
ЛС-526026676;2025-11;Всё включено;2410.03;2410.03;0.0;2025-11-03;427272812916;7917456-93-16;active
ЛС-526026676;2025-12;Всё включено;2174.1;2174.1;0.0;2025-12-17;427272812916;7917456-93-16;active
ЛС-616661025;2025-10;Игровой;1865.9;1865.9;0.0;2025-10-13;365099621836;;active
ЛС-616661025;2025-11;Игровой;1709.32;1709.32;0.0;2025-11-04;365099621836;;active
ЛС-616661025;2025-12;Игровой;1691.39;1691.39;0.0;2025-12-09;365099621836;;active
ЛС-777116719;2025-10;Корпоративный;34798.48;42331.96;7533.48;2025-10-07;9427109477;+7(980)448-33-16;active
ЛС-777116719;2025-11;Корпоративный;30018.12;30018.12;7533.48;2025-11-05;9427109477;+7(980)448-33-16;active
ЛС-777116719;2025-12;Корпоративный;28063.5;28063.5;7533.48;2025-12-11;9427109477;+7(980)448-33-16;active
ЛС-770229413;2025-10;Корпоративный;38862.61;38862.61;0.0;2025-10-02;9427109477;+7(980)448-33-16;active
ЛС-770229413;2025-11;Корпоративный;28534.26;15482.53;-13051.73;2025-11-23;9427109477;+7(980)448-33-16;active
ЛС-770229413;2025-12;Корпоративный;37525.05;37525.05;-13051.73;2025-12-12;9427109477;+7(980)448-33-16;active
ЛС-771869993;2025-10;Корпоративный;39715.84;39715.84;0.0;2025-10-20;9427109477;+7(980)448-33-16;active
ЛС-771869993;2025-11;Корпоративный;36089.34;36089.34;0.0;2025-11-18;9427109477;+7(980)448-33-16;active
ЛС-771869993;2025-12;Корпоративный;32181.57;2009.31;-30172.26;2025-12-16;9427109477;+7(980)448-33-16;active
ЛС-160868250;2025-10;Домашний-500;1403.04;1403.04;0.0;2025-10-14;466538027481;+7(910)882-46-32;active
ЛС-160868250;2025-11;Домашний-500;1391.04;1391.04;0.0;2025-11-08;466538027481;+7(910)882-46-32;active
ЛС-160868250;2025-12;Домашний-500;1208.58;588.36;-620.22;2025-12-18;466538027481;+7(910)882-46-32;active
ЛС-521518203;2025-10;Бизнес-500;10432.56;10432.56;0.0;2025-10-22;9679807935;+7(981)613-29-17;active
ЛС-521518203;2025-11;Бизнес-500;10951.69;10951.69;0.0;2025-11-02;9679807935;+7(981)613-29-17;active
ЛС-521518203;2025-12;Бизнес-500;9548.5;9548.5;0.0;2025-12-05;9679807935;+7(981)613-29-17;active
ЛС-527788925;2025-10;Бизнес-500;10805.35;10805.35;0.0;2025-10-04;9679807935;7981613-29-17;active
ЛС-527788925;2025-11;Бизнес-500;9751.81;9751.81;0.0;2025-11-12;9679807935;7981613-29-17;active
ЛС-527788925;2025-12;Бизнес-500;9407.16;9407.16;0.0;2025-12-02;9679807935;7981613-29-17;active
ЛС-525466590;2025-10;Бизнес-500;8928.13;8928.13;0.0;2025-10-08;9679807935;89816132917;active
ЛС-525466590;2025-11;Бизнес-500;9652.26;9652.26;0.0;2025-11-26;9679807935;89816132917;active
ЛС-525466590;2025-12;Бизнес-500;11172.72;11172.72;0.0;2025-12-26;9679807935;89816132917;active
ЛС-525151864;2025-10;Бизнес-500;8059.59;8059.59;0.0;2025-10-27;9679807935;+7(981)613-29-17;active
ЛС-525151864;2025-11;Бизнес-500;8227.53;1395.04;-6832.49;2025-11-11;9679807935;+7(981)613-29-17;active
ЛС-525151864;2025-12;Бизнес-500;9398.67;9398.67;-6832.49;2025-12-08;9679807935;+7(981)613-29-17;active
ЛС-784249128;2025-10;Домашний-300;1099.43;433.78;-665.65;2025-10-22;603446945964;+7(916)179-85-29;active
ЛС-784249128;2025-11;Домашний-300;823.04;823.04;-665.65;2025-11-18;603446945964;+7(916)179-85-29;active
ЛС-784249128;2025-12;Домашний-300;861.76;861.76;-665.65;2025-12-27;603446945964;+7(916)179-85-29;active
ЛС-541311964;2025-10;Всё включено;2049.87;2049.87;0.0;2025-10-08;675225013948;;active
ЛС-541311964;2025-11;Всё включено;2110.48;2110.48;0.0;2025-11-12;675225013948;;active
ЛС-541311964;2025-12;Всё включено;2346.15;2346.15;0.0;2025-12-21;675225013948;;active
ЛС-523423372;2025-10;Домашний-300;873.26;873.26;0.0;2025-10-11;450615814888;+7(906)917-17-67;active
ЛС-523423372;2025-11;Домашний-300;1009.33;1009.33;0.0;2025-11-02;450615814888;+7(906)917-17-67;active
ЛС-523423372;2025-12;Домашний-300;903.99;903.99;0.0;2025-12-20;450615814888;+7(906)917-17-67;active
ЛС-661377306;2025-10;Домашний-300;945.86;477.52;-468.34;2025-10-17;904918727420;+7(926)715-52-64;suspended
ЛС-661377306;2025-11;Домашний-300;869.16;869.16;-468.34;2025-11-07;904918727420;+7(926)715-52-64;suspended
ЛС-661377306;2025-12;Домашний-300;836.82;836.82;-468.34;2025-12-26;904918727420;+7(926)715-52-64;suspended
ЛС-542423839;2025-10;Домашний-500;1256.78;1256.78;0.0;2025-10-23;892714724630;+7(906)982-86-79;active
ЛС-542423839;2025-11;Домашний-500;1376.11;1376.11;0.0;2025-11-04;892714724630;+7(906)982-86-79;active
ЛС-542423839;2025-12;Домашний-500;1208.52;1208.52;0.0;2025-12-09;892714724630;+7(906)982-86-79;active
ЛС-164895478;2025-10;Домашний-500;1435.3;1435.3;0.0;2025-10-03;947169061812;7905478-45-60;active
ЛС-164895478;2025-11;Домашний-500;1223.89;1223.89;0.0;2025-11-13;947169061812;7905478-45-60;active
ЛС-164895478;2025-12;Домашний-500;1398.14;1398.14;0.0;2025-12-13;947169061812;7905478-45-60;active
ЛС-169596390;2025-10;Бизнес-100;3888.04;3888.04;0.0;2025-10-13;7553307704;+7(961)222-25-67;active
ЛС-169596390;2025-11;Бизнес-100;3368.85;3368.85;0.0;2025-11-02;7553307704;+7(961)222-25-67;active
ЛС-169596390;2025-12;Бизнес-100;4320.8;5979.42;1658.62;2025-12-01;7553307704;+7(961)222-25-67;active
ЛС-164090742;2025-10;Бизнес-100;4820.11;4820.11;0.0;2025-10-11;7553307704;+7(961)222-25-67;active
ЛС-164090742;2025-11;Бизнес-100;4845.4;4845.4;0.0;2025-11-26;7553307704;+7(961)222-25-67;active
ЛС-164090742;2025-12;Бизнес-100;4506.64;4506.64;0.0;2025-12-01;7553307704;+7(961)222-25-67;active
ЛС-611511455;2025-10;Всё включено;2038.66;2038.66;0.0;2025-10-14;718517446004;+7(950)289-21-27;active
ЛС-611511455;2025-11;Всё включено;2406.02;2406.02;0.0;2025-11-24;718517446004;+7(950)289-21-27;active
ЛС-611511455;2025-12;Всё включено;2326.68;2326.68;0.0;2025-12-18;718517446004;+7(950)289-21-27;active
ЛС-776457938;2025-10;Игровой;1594.06;1594.06;0.0;2025-10-22;854091508632;+7(906)647-22-26;suspended
ЛС-776457938;2025-11;Игровой;1543.71;1543.71;0.0;2025-11-18;854091508632;+7(906)647-22-26;suspended
ЛС-776457938;2025-12;Игровой;1631.75;1631.75;0.0;2025-12-19;854091508632;+7(906)647-22-26;suspended
ЛС-780756999;2025-10;Игровой;1784.51;1784.51;0.0;2025-10-13;571998290755;+7(906)436-44-98;active
ЛС-780756999;2025-11;Игровой;1633.67;1633.67;0.0;2025-11-08;571998290755;+7(906)436-44-98;active
ЛС-780756999;2025-12;Игровой;1465.94;2054.95;589.01;2025-12-09;571998290755;+7(906)436-44-98;active
ЛС-522923345;2025-10;Домашний-100;567.11;567.11;0.0;2025-10-18;601736542624;+7(909)570-78-42;active
ЛС-522923345;2025-11;Домашний-100;609.16;609.16;0.0;2025-11-02;601736542624;+7(909)570-78-42;active
ЛС-522923345;2025-12;Домашний-100;673.11;673.11;0.0;2025-12-22;601736542624;+7(909)570-78-42;active
ЛС-521915305;2025-10;Домашний-100;706.49;706.49;0.0;2025-10-20;765344604227;7961324-91-48;active
ЛС-521915305;2025-11;Домашний-100;552.47;552.47;0.0;2025-11-22;765344604227;7961324-91-48;active
ЛС-521915305;2025-12;Домашний-100;614.2;614.2;0.0;2025-12-06;765344604227;7961324-91-48;active
ЛС-544991187;2025-10;Корпоративный+;63314.26;64222.61;908.35;2025-10-02;8320101702;+7(960)719-96-51;suspended
ЛС-544991187;2025-11;Корпоративный+;78976.56;78976.56;908.35;2025-11-28;8320101702;+7(960)719-96-51;suspended
ЛС-544991187;2025-12;Корпоративный+;66698.25;66698.25;908.35;2025-12-19;8320101702;+7(960)719-96-51;suspended
ЛС-547347784;2025-10;Корпоративный+;78165.03;78165.03;0.0;2025-10-20;8320101702;+7(960)719-96-51;active
ЛС-547347784;2025-11;Корпоративный+;66543.44;66543.44;0.0;2025-11-15;8320101702;+7(960)719-96-51;active
ЛС-547347784;2025-12;Корпоративный+;55394.12;55394.12;0.0;2025-12-09;8320101702;+7(960)719-96-51;active
ЛС-781563268;2025-10;Бизнес-100;4738.11;417.62;-4320.49;2025-10-20;2130724078;7980460-43-25;active
ЛС-781563268;2025-11;Бизнес-100;4311.96;4311.96;-4320.49;2025-11-21;2130724078;7980460-43-25;active
ЛС-781563268;2025-12;Бизнес-100;3077.0;3077.0;-4320.49;2025-12-28;2130724078;7980460-43-25;active
ЛС-786850745;2025-10;Бизнес-100;3880.62;3880.62;0.0;2025-10-18;2130724078;+7(980)460-43-25;active
ЛС-786850745;2025-11;Бизнес-100;4434.72;689.3;-3745.42;2025-11-09;2130724078;+7(980)460-43-25;active
ЛС-786850745;2025-12;Бизнес-100;3032.24;3032.24;-3745.42;2025-12-28;2130724078;+7(980)460-43-25;active
ЛС-781066343;2025-10;Бизнес-100;3706.67;3706.67;0.0;2025-10-20;2130724078;+7(980)460-43-25;active
ЛС-781066343;2025-11;Бизнес-100;3469.39;235.6;-3233.79;2025-11-03;2130724078;+7(980)460-43-25;active
ЛС-781066343;2025-12;Бизнес-100;3473.96;3473.96;-3233.79;2025-12-12;2130724078;+7(980)460-43-25;active
ЛС-786294897;2025-10;Бизнес-100;4658.28;4658.28;0.0;2025-10-03;2130724078;+7(980)460-43-25;active
ЛС-786294897;2025-11;Бизнес-100;4283.77;4283.77;0.0;2025-11-05;2130724078;+7(980)460-43-25;active
ЛС-786294897;2025-12;Бизнес-100;3049.39;3049.39;0.0;2025-12-12;2130724078;+7(980)460-43-25;active
ЛС-788610313;2025-10;Бизнес-100;3669.97;3669.97;0.0;2025-10-21;2130724078;+7(980)460-43-25;active
ЛС-788610313;2025-11;Бизнес-100;3749.43;3749.43;0.0;2025-11-10;2130724078;+7(980)460-43-25;active
ЛС-788610313;2025-12;Бизнес-100;4243.83;0.0;-4243.83;2025-01-04;2130724078;+7(980)460-43-25;active
ЛС-162357155;2025-10;Всё включено;2226.33;2226.33;0.0;2025-10-17;395829236161;+7(905)632-23-83;active
ЛС-162357155;2025-11;Всё включено;2301.04;2301.04;0.0;2025-11-26;395829236161;+7(905)632-23-83;active
ЛС-162357155;2025-12;Всё включено;2207.04;2207.04;0.0;2025-12-07;395829236161;+7(905)632-23-83;active
ЛС-779295014;2025-10;Домашний-300;913.65;913.65;0.0;2025-10-22;543619951715;+7(915)315-83-21;active
ЛС-779295014;2025-11;Домашний-300;1017.88;1017.88;0.0;2025-11-21;543619951715;+7(915)315-83-21;active
ЛС-779295014;2025-12;Домашний-300;823.53;110.97;-712.56;2025-12-17;543619951715;+7(915)315-83-21;active
ЛС-543563693;2025-10;Домашний-300;1099.34;1099.34;0.0;2025-10-24;705190854327;+7(909)510-93-35;active
ЛС-543563693;2025-11;Домашний-300;925.42;925.42;0.0;2025-11-28;705190854327;+7(909)510-93-35;active
ЛС-543563693;2025-12;Домашний-300;1063.54;1063.54;0.0;2025-12-20;705190854327;+7(909)510-93-35;active
ЛС-775557277;2025-10;Домашний-500;1388.93;1388.93;0.0;2025-10-15;430531949796;+7(950)654-59-70;active
ЛС-775557277;2025-11;Домашний-500;1326.78;725.27;-601.51;2025-11-11;430531949796;+7(950)654-59-70;active
ЛС-775557277;2025-12;Домашний-500;1297.23;1297.23;-601.51;2025-12-12;430531949796;+7(950)654-59-70;active
ЛС-788671773;2025-10;Бизнес-500;8923.56;8923.56;0.0;2025-10-04;7939290600;+7(981)851-74-14;active
ЛС-788671773;2025-11;Бизнес-500;10772.29;10772.29;0.0;2025-11-14;7939290600;+7(981)851-74-14;active
ЛС-788671773;2025-12;Бизнес-500;9447.52;9447.52;0.0;2025-12-17;7939290600;+7(981)851-74-14;active
