client_id;segment;company_name;contact_name;inn;phone;email;region;manager;contract_date;account_numbers;status;last_activity_date
CLT-000577;B2C;;Кириллов Радован Артёмович;983565179624;+7(905)719-63-99;kirillov856@gmail.com;Нижний Новгород;;2019-04-15;ЛС-526683496;active;2025-11-05
CLT-000280;B2B;"ООО ""Юг-Нефтепродукт""";Лукия Зиновьевич Ковалева;6017164455;+7(960)181-81-50;kovaleva@yugnefteprodukt.tech;Казань;Петров А.С.;2018-11-04;"ЛС-169064771;ЛС-165910300;ЛС-162156321;ЛС-163580040";active;2025-10-09
CLT-000997;B2C;;Носкова Лора Валентинович;734541829912;+7(961)728-86-44;noskova157@gmail.com;Нижний Новгород;;2020-03-04;ЛС-526419106;active;2025-12-24
CLT-000968;B2C;;Пономарева Олег Алексеевна;781133973670;+7(981)809-27-25;ponomareva673@inbox.ru;Екатеринбург;;2022-01-12;ЛС-664024222;active;2025-12-28
CLT-000736;B2B;;Рябова Болеслав Андреевна;842235434046;+7(960)660-29-24;ryabova89@yandex.ru;Казань;;2025-06-12;ЛС-166495254;active;2025-10-18
CLT-000445;B2C;;Сидорова Аверкий Артурович;904918727420;+7(926)715-52-64;sidorova704@mail.ru;Екатеринбург;;2020-12-24;ЛС-661377306;active;2025-12-04
CLT-000856;B2C;;Сысоев Мстислав Ануфриевич;344614409233;+7(951)164-68-48;sysoev930@inbox.ru;Новосибирск;;2023-04-21;ЛС-546426018;active;2025-10-12
CLT-000824;B2C;;Жукова Ксения Гертрудович;931006433226;+7(910)231-73-67;zhukova479@inbox.ru;Санкт-Петербург;;2022-05-08;ЛС-783168066;active;2025-12-02
CLT-000813;B2C;;Беляков Наркис Константиновна;128164098910;+7(916)700-15-85;belyakov169@mail.ru;Новосибирск;;2021-12-10;ЛС-543025209;active;2025-11-07
CLT-000107;B2B;"АО ""«Зайцева»""";Шестакова Алевтина Геннадьевна;7164840858;+7(980)598-15-47;shestakova@zaytseva.biz;Москва;Морозов И.П.;2019-09-22;"ЛС-775811288;ЛС-770133613";active;2025-10-10
CLT-000087;B2B;"ПАО ""Рябов»""";Фадеев Андрей Харитонович;1629620153;+7(916)519-99-80;"fadeev@p""ryabov.corp";Казань;Козлов Д.И.;2022-04-12;"ЛС-164443106;ЛС-169872050;ЛС-166149731;ЛС-160324171;ЛС-164677418";active;2025-10-20
CLT-009027;B2B;"ООО ""«Хохлова-Ефимов»""";Тетерина Марина Ниловна;6868548709;+7(975)635-63-24;тетерина425@yandex.ru;Москва;Петрова В.Д.;;;prospect;2025-10-19
CLT-000715;B2C;;Пестов Любомир Денисович;198726496322;+7(951)180-73-48;pestov190@yandex.ru;Екатеринбург;;2024-12-25;ЛС-660432611;active;2025-10-13
CLT-000664;B2C;;Калашников Самуил Иларионович;553012398472;+7(917)129-37-44;kalashnikov48@yandex.ru;Санкт-Петербург;;2024-02-04;ЛС-788471901;churned;2025-06-15
CLT-000094;B2B;"АО ""«Трофимова""";Уваров Эрнст Яковлевич;9428241724;+7(915)796-52-93;uvarov@trofimova.pro;Нижний Новгород;Лебедева Н.Г.;2023-03-15;ЛС-523534655;active;2025-10-03
CLT-000178;B2B;"АО ""Алексеев»""";Веселов Авдей Устинович;3902572520;+7(925)469-63-91;veselov@alekseev.solutions;Ростов-на-Дону;Козлов Д.И.;2019-07-15;"ЛС-610448183;ЛС-612192855;ЛС-614451895";active;2025-11-13
CLT-000797;B2C;;Попова Анисим Изотович;933587688777;+7(915)481-65-11;popova125@gmail.com;Казань;;2021-10-08;ЛС-164820849;active;2025-11-10
CLT-000954;B2C;;Кириллова Никодим Иосифович;189512370851;+7(909)899-84-20;kirillova272@bk.ru;Новосибирск;;2023-06-08;ЛС-545456972;active;2025-12-07
CLT-000306;B2C;;Осипова Антип Константиновна;126113989868;+7(909)967-77-16;osipova484@bk.ru;Екатеринбург;;2021-09-26;ЛС-668754394;active;2025-12-01
CLT-000538;B2C;;Николаев Евстигней Тимофеевна;987071523867;+7(960)589-35-79;nikolaev27@yandex.ru;Екатеринбург;;2024-07-20;ЛС-667461917;active;2025-11-15
CLT-000768;B2C;;Третьяков Авдей Руслановна;354221883458;+7(909)704-33-10;кудряшов790@rambler.ru;Екатеринбург;;2021-03-23;ЛС-667706769;active;2025-12-26
CLT-000509;B2C;;Гущина Амвросий Викторович;724835505429;+7(960)847-15-80;gushchina641@mail.ru;Санкт-Петербург;;2025-04-05;ЛС-780633699;active;2025-12-15
CLT-000387;B2C;;Сорокин Фортунат Ильинична;703920514607;+7(925)467-97-54;панова322@inbox.ru;Ростов-на-Дону;;2021-05-07;ЛС-614705742;active;2025-12-09
CLT-000191;B2B;"ПАО ""«Федоров-Хохлова»""";Белякова Демид Харитонович;9570027206;+7(916)743-49-50;"belyakova@p""«fedorovkhokhlova.company";Новосибирск;Козлов Д.И.;2022-07-01;"ЛС-541123829;ЛС-546577242;ЛС-549543165;ЛС-542669300;ЛС-548931734";active;2025-11-06
CLT-000045;B2B;Лыткин-Котов, ООО;Орлова Влас Наумовна;4556909275;+7(951)554-19-83;orlova@lytkinkotov.pro;Санкт-Петербург;Волков К.А.;2020-05-28;"ЛС-788565431;ЛС-780278681";active;2025-10-03
CLT-001000;B2C;;Суханов Оксана Демьянович;848597243871;+7(910)724-54-21;sukhanov343@gmail.com;Москва;;2019-03-07;ЛС-770580286;active;2025-12-01
CLT-000986;B2C;;Медведева Зоя Юлианович;194065658234;+7(925)451-41-77;medvedeva671@gmail.com;Нижний Новгород;;2023-10-27;ЛС-525352326;active;2025-11-12
CLT-000439;B2C;;Доронина Валерьян Натановна;662965754278;+7(961)468-65-21;doronina260@bk.ru;Нижний Новгород;;2022-11-07;ЛС-525577820;active;2025-10-19
CLT-000754;B2C;;Тарасов Панфил Изотович;889775542619;+7(903)347-77-43;tarasov866@yandex.ru;Москва;;2019-09-02;ЛС-777362732;active;2025-11-20
CLT-000923;B2C;;Авдеев Варфоломей Адрианович;366528246854;+7(915)837-73-95;avdeev298@yandex.ru;Екатеринбург;;2019-12-20;ЛС-660020860;active;2025-10-21
CLT-000626;B2C;;Муравьев Сильвестр Яковлевна;820028394823;+7(910)778-29-17;muravev91@gmail.com;Нижний Новгород;;2019-09-28;ЛС-524743281;active;2025-12-20
CLT-000526;B2C;;Котов Юлий Ермилович;682641869656;+7(906)949-37-11;kotov494@bk.ru;Екатеринбург;;2020-05-07;ЛС-661238595;active;2025-11-28
CLT-000763;B2C;;Сорокин Елена Ильинична;984393332436;+7(915)706-64-26;sorokin832@mail.ru;Ростов-на-Дону;;2022-01-08;ЛС-610598312;active;2025-11-20
CLT-000505;B2C;;Кошелева Арефий Артемьевич;488158814458;+7(910)947-32-15;фадеева909@rambler.ru;Москва;;2019-10-20;ЛС-772318297;active;2025-12-16
CLT-000359;B2C;;Кошелев Кир Вениаминовна;450615814888;+7(906)917-17-67;koshelev536@bk.ru;Нижний Новгород;;2019-06-14;ЛС-523423372;active;2025-11-23
CLT-000927;B2C;;Козлов Кузьма Фадеевич;574705311058;+7(916)790-41-11;kozlov444@bk.ru;Ростов-на-Дону;;2020-01-23;ЛС-613979842;active;2025-10-18
CLT-000894;B2C;;Трофимов Ферапонт Терентьевич;762991721742;+7(910)949-26-13;trofimov90@gmail.com;Казань;;2020-12-22;ЛС-167821539;active;2025-10-19
CLT-000703;B2C;;Ким Георгиевич Колобов;293978145900;+7(915)953-23-66;kolobov591@inbox.ru;Ростов-на-Дону;;2021-04-30;ЛС-615528669;active;2025-11-20
CLT-000746;B2C;;Рожков Аполлон Филиппович;348481300416;+7(906)933-11-50;rozhkov48@yandex.ru;Казань;;2023-05-09;ЛС-161516758;active;2025-10-21
CLT-000878;B2C;;Селиверстов Аполлон Егоровна;502470288141;+7(909)235-78-68;seliverstov325@gmail.com;Казань;;2023-02-18;ЛС-167193678;active;2025-10-15
CLT-000115;B2B;ИП Крылов В.Ф.;Федотов Ростислав Кирилловна;3984257991;+7(917)487-59-26;fedotov@krylovv.f..tech;Санкт-Петербург;Козлов Д.И.;2024-11-23;ЛС-780388629;active;2025-10-25
CLT-000901;B2C;;Филатова Афиноген Измаилович;394300037539;+7(910)994-41-99;filatova213@mail.ru;Новосибирск;;2021-05-04;ЛС-544659866;active;2025-12-10
CLT-000154;B2B;"ПАО ""«Туров-Родионов»""";Рогов И.И.;6701329022;+7(980)644-47-59;"rogov@p""«turovrodionov.corp";Ростов-на-Дону;Морозов И.П.;2020-05-15;"ЛС-619733549;ЛС-614651909;ЛС-618624058;ЛС-610085140;ЛС-613696566";active;2025-12-01
CLT-000752;B2C;;Прохорова Авдей Петровна;967625923868;+7(981)721-16-62;prokhorova817@mail.ru;Санкт-Петербург;;2022-10-02;ЛС-788869320;active;2025-11-20
CLT-000006;B2B;"ПАО ""«Самсонов""";Носкова Аверьян Романовна;4829973763;+7(909)199-94-65;"noskova@p""«samsonov.corp";Нижний Новгород;Алексеев В.Р.;2018-07-27;"ЛС-526670106;ЛС-525133387;ЛС-522624731";active;2025-11-28
CLT-000297;B2B;ЗАО Агат;Князева Мартьян Иларионович;5010783567;+7(926)900-39-12;knyazeva@agat.corp;Екатеринбург;Петров А.С.;2022-03-26;ЛС-660389608;active;2025-10-02
CLT-000236;B2B;"ООО ""Полипластик""";Хохлов Авксентий Богдановна;7691836264;+7(926)612-78-94;khokhlov@poliplastik.group;Москва;Фёдорова Л.С.;2023-08-21;"ЛС-779461195;ЛС-772436402;ЛС-777011686;ЛС-774622522";active;2025-11-03
CLT-000567;B2C;;Муравьев Феоктист Анатольевич;407351045847;+7(926)304-61-32;muravev721@mail.ru;Москва;;2024-12-03;ЛС-770096258;active;2025-10-24
CLT-008733;B2C;;Пономарева Олег Алексеевна;781133973670;+7(981)809-27-25;ponomareva673@inbox.ru;Екатеринбург;;2022-01-12;ЛС-664024222;churned;2024-12-22
CLT-000398;B2C;;Волкова Митофан Аверьянович;629821739295;+7(980)774-80-59;volkova967@inbox.ru;Москва;;2024-07-03;ЛС-778153523;active;2025-12-05
CLT-000589;B2C;;Комаров Корнил Теймуразович;180179867782;+7(916)995-20-32;потапова370@mail.ru;Москва;;2020-11-03;ЛС-777047264;active;2025-11-08
CLT-000456;B2C;;Дмитриева Софон Вадимовна;241884216309;+7(905)110-24-53;dmitrieva737@bk.ru;Москва;;2025-05-26;ЛС-774633399;churned;2025-05-22
CLT-000537;B2C;;Владимиров Симон Давидович;902205093869;+7(925)619-47-92;vladimirov306@yandex.ru;Новосибирск;;2022-11-21;ЛС-545988114;active;2025-11-06
CLT-000767;B2C;;Федорова Владимир Николаевна;311535505143;+7(910)202-84-91;fedorova307@mail.ru;Санкт-Петербург;;2021-12-04;ЛС-780877972;churned;2025-01-26
CLT-000561;B2C;;Хохлов Владлен Даниловна;622946209355;+7(960)959-18-93;khokhlov825@mail.ru;Нижний Новгород;;2020-02-03;ЛС-529952970;active;2025-12-01
CLT-000295;B2B;Ефремов Ю.А., ИП;Журавлева Варвара Яковлевна;8339785598;+7(910)920-18-66;zhuravleva@efremovyu.a..solutions;Нижний Новгород;Алексеев В.Р.;2023-08-11;"ЛС-526191284;ЛС-521173098;ЛС-525034465;ЛС-521241893";active;2025-11-05
CLT-000573;B2C;;Семенов Сергей Даниловна;311602041813;+7(951)800-99-88;semenov526@bk.ru;Ростов-на-Дону;;2019-04-02;ЛС-618972117;active;2025-11-21
CLT-000333;B2C;;Корнилов Адриан Зиновьевич;482412704938;+7(961)277-91-10;kornilov281@gmail.com;Москва;;2024-03-11;;active;2025-12-19
CLT-000702;B2C;;Брагина Всеволод Юльевич;698445143672;+7(960)635-23-20;bragina744@yandex.ru;Москва;;2020-04-12;ЛС-770388568;active;2025-10-24
CLT-000528;B2C;;Всемил Артёмович Николаев;411395001680;+7(925)182-47-90;nikolaev75@bk.ru;Казань;;2023-12-21;ЛС-160762839;active;2025-10-07
CLT-000747;B2C;;Белоусов Соломон Фёдорович;563395348110;+7(950)117-25-45;belousov431@inbox.ru;Нижний Новгород;;2024-04-19;ЛС-522789615;active;2025-10-25
CLT-000563;B2C;;Герасимов Сила Ефимовна;373874029907;+7(906)541-64-85;gerasimov423@mail.ru;Казань;;2021-12-05;ЛС-162248155;active;2025-11-13
CLT-000694;B2C;;Щукин Демьян Алексеевич;394252516185;+7(981)477-88-20;shchukin69@inbox.ru;Санкт-Петербург;;2020-01-15;ЛС-785080549;active;2025-10-22
CLT-000661;B2C;;Бурова Лаврентий Сергеевна;952946902177;+7(926)165-69-43;burova39@yandex.ru;Москва;;2019-07-12;ЛС-773502385;active;2025-12-26
CLT-000938;B2C;;Ярослав Эдгарович Абрамова;145050928467;+7(915)850-11-16;abramova202@inbox.ru;Новосибирск;;2021-07-19;ЛС-542939077;active;2025-11-17
CLT-000902;B2C;;Жукова Татьяна Георгиевна;884178376591;+7(950)315-77-27;zhukova97@mail.ru;Санкт-Петербург;;2022-04-14;ЛС-784065266;active;2025-11-07
CLT-000554;B2C;;Новикова Аполлон Яковлевна;877326430954;+7(925)691-73-88;афанасьев164@rambler.ru;Москва;;2023-12-08;ЛС-779970292;active;2025-10-05
CLT-000827;B2C;;Мишин Рубен Алексеевна;845979318399;+7(981)866-83-79;mishin863@gmail.com;Казань;;2022-07-14;ЛС-161498609;active;2025-10-27
CLT-000864;B2C;;Новикова Ия Константиновна;340053922205;+7(960)243-93-13;novikova984@mail.ru;Санкт-Петербург;;2021-05-06;ЛС-780113484;active;2025-11-15
CLT-000646;B2C;;Исаков Остап Юлианович;407538418520;+7(906)325-59-32;isakov677@inbox.ru;Москва;;2023-05-01;ЛС-778463975;active;2025-11-04
CLT-000426;B2C;;Тимофеева Светозар Марсович;395187794176;+7(916)910-45-28;timofeeva869@gmail.com;Ростов-на-Дону;;2024-05-30;ЛС-617330559;active;2025-12-11
CLT-000990;B2C;;Зимина Надежда Викторович;573986221405;+7(906)321-21-78;zimina386@inbox.ru;Новосибирск;;2020-01-05;ЛС-544747338;active;2025-11-02
CLT-000159;B2B;"АО ""«Корнилов-Исакова»""";Мартынов Лев Ильинична;7945441496;+7(980)891-96-40;martynov@kornilovisakova.solutions;Нижний Новгород;Козлов Д.И.;2020-01-25;"ЛС-523852580;ЛС-520106181;ЛС-527534430;ЛС-520910939;ЛС-521119269";active;2025-11-28
CLT-000479;B2C;;Панова Фёкла Фокич;302461752023;+7(981)384-35-33;panova40@inbox.ru;Ростов-на-Дону;;2024-05-31;;active;2025-11-17
CLT-000943;B2C;;Евдокимова Максим Феоктистович;856264126084;+7(909)623-93-66;evdokimova164@inbox.ru;Ростов-на-Дону;;2023-11-03;ЛС-619906931;active;2025-11-04
CLT-000219;B2B;ИП Воронов К.И.;Дорофеева Иванна Тихонович;7854982274;+7(950)398-57-11;dorofeeva@voronovk.i..corp;Новосибирск;Лебедева Н.Г.;2020-09-06;"ЛС-549203880;ЛС-546533315;ЛС-543779599;ЛС-545946521;ЛС-547073033";active;2025-11-09
CLT-000194;B2B;ООО Зыков;Громова Василий Владиславович;3428757215;+7(961)245-43-24;gromova@zykov.group;Казань;Петров А.С.;2020-01-21;"ЛС-160274564;ЛС-164948562;ЛС-165728703";active;2025-11-13
CLT-000375;B2C;;Быкова П.Ф.;922512073465;+7(925)736-51-13;bykova340@mail.ru;Санкт-Петербург;;2024-11-21;ЛС-787026086;active;2025-12-07
CLT-008040;B2B;"АО ""Силин»""";Третьяков Велимир Иларионович;8196094097;+7(905)463-27-69;tretyakov@silin.biz;Москва;Алексеев В.Р.;2020-11-27;"ЛС-774025883;ЛС-775868122;ЛС-775957244;ЛС-776176792";churned;2024-06-13
CLT-000922;B2C;;Кудрявцева Федор Якубович;983571921496;+7(981)683-21-42;kudryavtseva249@inbox.ru;Новосибирск;;2020-01-11;ЛС-546643203;active;2025-12-16
CLT-000334;B2C;;Александров Ян Фокич;212125902035;+7(980)183-41-49;aleksandrov766@yandex.ru;Москва;;2025-05-03;ЛС-774064242;active;2025-11-14
CLT-000872;B2C;;Степанова Илья Матвеевна;494762542926;+7(926)452-61-36;stepanova613@yandex.ru;Екатеринбург;;2023-06-08;ЛС-667299403;active;2025-11-23
CLT-000608;B2C;;Колесников Митофан Афанасьевна;607105801195;+7(903)725-32-69;kolesnikov836@mail.ru;Казань;;2023-12-10;ЛС-165261053;active;2025-11-14
CLT-000455;B2C;;Рябова Т.А.;577894896340;+7(961)743-72-86;ryabova488@mail.ru;Ростов-на-Дону;;2019-08-12;ЛС-616512215;active;2025-10-10
CLT-000129;B2B;"ЗАО ""Групп""";Воронова Григорий Фролович;9127358573;+7(903)805-58-55;voronova@grupp.company;Нижний Новгород;Фёдорова Л.С.;2024-09-18;"ЛС-524077848;ЛС-527392855";active;2025-10-16
CLT-000601;B2C;;Рябова Валентина Константиновна;213407851699;+7(925)890-89-70;ryabova536@mail.ru;Ростов-на-Дону;;2021-04-08;ЛС-610583668;active;2025-10-10
CLT-000805;B2C;;Калашникова Ростислав Антонович;556340918580;+7(951)454-79-20;kalashnikova329@mail.ru;Москва;;2020-04-24;ЛС-774496539;active;2025-10-03
CLT-000719;B2C;;Пономарева Мария Борисовна;717192817074;+7(926)350-62-16;ponomareva845@yandex.ru;Нижний Новгород;;2023-06-16;ЛС-524422521;active;2025-12-14
CLT-000705;B2C;;Большаков Наина Фокич;651360908581;+7(909)143-46-51;bolshakov901@mail.ru;Санкт-Петербург;;2024-12-14;ЛС-784373615;active;2025-10-03
CLT-000967;B2C;;Самсонов Эммануил Харлампович;896859096459;+7(980)238-90-45;samsonov576@mail.ru;Ростов-на-Дону;;2020-01-16;ЛС-619217735;active;2025-11-10
CLT-000632;B2C;;Горбачева Марфа Львовна;524362585421;+7(905)646-73-86;gorbacheva101@bk.ru;Москва;;2023-04-07;ЛС-776234199;active;2025-12-19
CLT-000647;B2C;;Дроздова Юлий Харитонович;647055491215;+7(906)538-44-19;drozdova580@mail.ru;Москва;;2023-03-20;ЛС-775640919;active;2025-12-15
CLT-000068;B2B;ООО Алексеева;Комарова Е.Ю.;2254573875;+7(981)199-66-99;komarova@alekseeva.biz;Екатеринбург;Морозов И.П.;2018-01-19;"ЛС-665140105;ЛС-661238282;ЛС-665867362;ЛС-662660937";active;2025-11-01
CLT-000656;B2C;;Ермакова М.Л.;740882230958;+7(961)231-87-71;ermakova590@yandex.ru;Новосибирск;;2019-02-02;ЛС-548941321;active;2025-10-23
CLT-000708;B2C;;Лавр Болеславовна Муравьев;389666053428;+7(906)486-42-42;muravev837@mail.ru;Москва;;2022-10-03;ЛС-771019753;active;2025-11-03
CLT-000395;B2C;;Федосеева Нонна Леоновна;307151169666;+7(981)241-53-33;fedoseeva319@mail.ru;Ростов-на-Дону;;2023-07-03;ЛС-612647124;active;2025-12-26
CLT-000909;B2C;;Давыдов Екатерина Владимировна;236054946920;+7(951)529-45-82;быков943@bk.ru;Нижний Новгород;;2023-03-13;ЛС-522495193;active;2025-11-28
CLT-000504;B2C;;Беспалов Кир Егоровна;971912038187;+7(960)765-84-27;bespalov531@mail.ru;Ростов-на-Дону;;2025-02-04;ЛС-618323089;active;2025-12-23
CLT-000978;B2C;;Филиппова Нифонт Рубеновна;618860167449;+7(915)309-46-98;filippova993@yandex.ru;Москва;;2022-08-20;ЛС-779698504;active;2025-10-16
CLT-000442;B2C;;Дроздов Савва Матвеевна;232114716560;+7(926)451-59-57;субботина456@rambler.ru;Новосибирск;;2019-05-10;ЛС-549979907;active;2025-10-01
CLT-000097;B2B;"ПАО ""Лимитед""";Лихачева Оксана Оскаровна;6326033230;+7(915)226-56-93;"likhacheva@p""limited.company";Новосибирск;Сидорова Е.В.;2018-07-17;ЛС-546489090;active;2025-12-04
CLT-000983;B2C;;Власова Фирс Гурьевич;717073174457;+7(980)538-32-96;vlasova912@inbox.ru;Екатеринбург;;2024-09-17;ЛС-666367850;active;2025-10-13
CLT-009010;B2B;"ООО ""Потапов»""";Тарасова Надежда Демьянович;0032365199;+7(933)932-19-12;тарасова67@yandex.ru;Москва;Уварова А.Л.;;;prospect;2025-12-15
CLT-000859;B2C;;Александрова Севастьян Аверьянович;257493251149;+7(980)638-76-69;aleksandrova844@bk.ru;Нижний Новгород;;2022-08-12;ЛС-523120409;active;2025-10-25
CLT-000897;B2C;;Матвеев Зинаида Наумовна;571855940799;+7(910)332-10-46;matveev745@gmail.com;Нижний Новгород;;2019-11-06;ЛС-522316778;active;2025-12-21
CLT-000920;B2C;;Ершов Влас Афанасьевич;893221914390;+7(980)121-56-98;ershov490@gmail.com;Ростов-на-Дону;;2019-12-05;ЛС-616015791;active;2025-10-15
CLT-000038;B2B;"ООО ""партнеры""";Федорова Э.Ф.;9679807935;+7(981)613-29-17;fedorova@partnery.pro;Нижний Новгород;Лебедева Н.Г.;2021-09-27;"ЛС-521518203;ЛС-527788925;ЛС-525466590;ЛС-525151864";active;2025-10-03
CLT-000591;B2C;;Чернов Гордей Эдуардовна;342183854540;+7(905)792-64-42;chernov669@gmail.com;Казань;;2020-07-27;ЛС-164752311;active;2025-10-27
CLT-000871;B2C;;Дементьев Онуфрий Фокич;472607201489;+7(961)934-71-80;dementev570@mail.ru;Екатеринбург;;2022-03-15;ЛС-666493121;active;2025-11-03
CLT-000437;B2C;;Мамонтов Болеслав Марсович;509712316600;+7(981)542-69-62;mamontov997@yandex.ru;Новосибирск;;2021-12-30;ЛС-549014473;active;2025-12-05
CLT-000250;B2B;ИП Ильин Р.И.;Фомина Пелагея Константиновна;1972832152;+7(951)152-64-73;fomina@ilinr.i..pro;Нижний Новгород;Волков К.А.;2019-03-15;"ЛС-522515381;ЛС-524474430;ЛС-529634807;ЛС-529705097";active;2025-12-19
CLT-000093;B2B;"АО ""партнеры""";Воробьев Велимир Владиславовна;5665743748;+7(960)698-23-10;vorobev@partnery.pro;Казань;Михайлова О.Н.;2023-05-03;"ЛС-165899441;ЛС-167154544;ЛС-164328309;ЛС-166520744;ЛС-166660993";active;2025-10-24
CLT-000458;B2C;;Логинов Пахом Ааронович;892234103469;+7(960)556-37-39;loginov868@mail.ru;Санкт-Петербург;;2019-04-05;ЛС-786772696;active;2025-11-20
CLT-000594;B2C;;Филиппов Сигизмунд Якубович;281677848165;+7(915)385-42-42;filippov268@gmail.com;Ростов-на-Дону;;2024-04-30;ЛС-616083851;active;2025-10-09
CLT-000410;B2C;;Денисов Иванна Сергеевна;754362718749;+7(961)152-35-37;denisov565@gmail.com;Ростов-на-Дону;;2023-04-30;ЛС-616862703;active;2025-12-20
CLT-000380;B2C;;Щербакова Эммануил Антипович;237118425476;+7(906)987-74-33;shcherbakova840@inbox.ru;Санкт-Петербург;;2020-09-13;ЛС-783230358;active;2025-12-03
CLT-000382;B2C;;Агафонов Артемий Игнатович;967752401484;+7(916)851-88-86;agafonov61@mail.ru;Екатеринбург;;2023-09-13;ЛС-662272362;active;2025-10-05
CLT-009028;B2B;"ООО ""Инкорпорэйтед""";Кириллов Алла Юльевич;9148564679;+7(977)584-14-32;кириллов283@inbox.ru;Москва;Дементьев С.В.;;;prospect;2025-10-20
CLT-000807;B2C;;Кудрявцева Тарас Венедиктович;762038588640;+7(980)646-79-11;kudryavtseva402@yandex.ru;Казань;;2021-04-26;ЛС-162951646;active;2025-11-26
CLT-000848;B2C;;Смирнова Доброслав Аскольдовна;983114147012;+7(917)763-51-16;smirnova411@yandex.ru;Новосибирск;;2019-06-03;ЛС-547156891;active;2025-11-02
CLT-000843;B2C;;Селиван Наумовна Харитонова;173781591579;+7(905)671-84-48;kharitonova523@gmail.com;Казань;;2025-03-04;ЛС-166268384;churned;2025-04-08
CLT-000764;B2C;;Мамонтова Тимур Венедиктович;512907596599;+7(910)157-25-28;mamontova991@yandex.ru;Ростов-на-Дону;;2023-03-03;ЛС-616317749;active;2025-10-07
CLT-000687;B2C;;Большакова Евстигней Руслановна;764890082484;+7(951)632-23-38;bolshakova570@mail.ru;Москва;;2025-01-24;ЛС-779830574;active;2025-10-19
CLT-000946;B2C;;Дорофеев Л.З.;657672991154;+7(903)866-46-90;dorofeev199@gmail.com;Екатеринбург;;2021-07-10;ЛС-668343695;active;2025-10-14
CLT-000343;B2C;;Михайлова Сократ Георгиевич;866046419785;+7(981)829-52-78;mikhaylova115@gmail.com;Москва;;2021-11-22;ЛС-776861205;active;2025-12-13
CLT-000496;B2C;;Данилова Дмитрий Альбертовна;863882145841;+7(925)982-94-76;danilova765@gmail.com;Нижний Новгород;;2021-09-27;ЛС-520191344;active;2025-11-27
CLT-000452;B2C;;Архипов Панкрат Егоровна;999927517588;+7(906)357-90-44;arkhipov896@gmail.com;Екатеринбург;;2021-02-22;ЛС-669835539;active;2025-11-14
CLT-000649;B2C;;Ильин Лариса Викентьевич;493696789760;+7(981)320-19-31;ilin503@inbox.ru;Москва;;2019-04-26;ЛС-773192276;active;2025-11-02
CLT-000136;B2B;ИП Кулагин А.А.;Лукина Амвросий Денисович;1425979270;+7(917)304-97-57;lukina@kulagina.a..pro;Новосибирск;Михайлова О.Н.;2020-05-17;"ЛС-541103924;ЛС-540514770";active;2025-11-10
CLT-000781;B2C;;Горбунова Анисим Демьянович;736815418589;+7(905)161-29-67;gorbunova947@inbox.ru;Санкт-Петербург;;2024-02-05;;active;2025-10-12
CLT-009020;B2C;;Владимиров Ефим Викентьевич;861793271040;+7(940)367-23-19;владимиров351@yandex.ru;Новосибирск;;;;prospect;2025-11-06
CLT-000195;B2B;"ПАО ""«Тихонова-Попова»""";Игнатьев Вероника Трифонович;5276170758;+7(981)568-73-24;"ignatev@p""«tikhonovapopova.biz";Москва;Лебедева Н.Г.;2022-09-02;"ЛС-771513422;ЛС-778499390";active;2025-12-07
CLT-000008;B2B;ИП Рябов М.Б.;Герасимов Натан Богданович;2361939909;+7(906)529-94-84;gerasimov@ryabovm.b..tech;Москва;Алексеев В.Р.;2019-03-01;"ЛС-778543534;ЛС-776247510;ЛС-777991183;ЛС-778425135;ЛС-774278498";active;2025-12-11
CLT-000475;B2C;;Никифорова Демид Яковлевна;691024510910;+7(903)941-34-31;nikiforova844@inbox.ru;Нижний Новгород;;2022-03-11;ЛС-521494981;active;2025-11-13
CLT-000660;B2C;;Кудрявцева Лаврентий Давидович;523622033474;+7(915)371-62-36;kudryavtseva20@mail.ru;Санкт-Петербург;;2019-04-25;ЛС-783796868;active;2025-11-23
CLT-000469;B2C;;Кузьмин М.Д.;277680898126;+7(950)776-66-91;kuzmin148@gmail.com;Казань;;2019-06-21;ЛС-163196463;active;2025-11-08
CLT-000574;B2C;;Андреева Корнил Ефимовна;989480186448;+7(910)264-25-67;andreeva535@gmail.com;Нижний Новгород;;2025-01-17;ЛС-523978570;active;2025-11-18
CLT-000633;B2C;;Боброва Александр Владиславовна;438532472505;+7(917)330-41-43;bobrova973@yandex.ru;Новосибирск;;2019-04-25;ЛС-543115876;active;2025-12-07
CLT-000249;B2B;"ПАО ""«Вишняков»""";Новиков Капитон Антоновна;3757844683;+7(926)750-21-49;"novikov@p""«vishnyakov.company";Екатеринбург;Алексеев В.Р.;2020-09-27;"ЛС-665111312;ЛС-669014870;ЛС-666827788;ЛС-661609306";active;2025-10-11
CLT-000180;B2B;"ООО ""(Sanofi)""";Котова Радован Артёмович;1890714014;+7(903)872-22-25;kotova@(sanofi).group;Санкт-Петербург;Фёдорова Л.С.;2020-01-11;"ЛС-783932501;ЛС-782495528;ЛС-789389119;ЛС-780833428;ЛС-780138759";active;2025-11-26
CLT-000565;B2C;;Тимофеев Данила Игоревна;334712476010;+7(905)887-25-75;timofeev40@mail.ru;Екатеринбург;;2022-02-05;ЛС-660683176;active;2025-11-11
CLT-000347;B2C;;Ершов Галактион Дмитриевич;405973642480;+7(960)285-96-46;герасимов687@yandex.ru;Казань;;2022-07-27;ЛС-163062447;active;2025-12-27
